Optimal - objective value 1897448901.14298630
    635 NewCapacity(region,BARCODM000,2020)                                          147.52194                      0
    923 NewCapacity(region,BAPSOU1NO0,2022)                                            0.07292                      0
    926 NewCapacity(region,BAPSOU1NO0,2025)                                              0.065                      0
    931 NewCapacity(region,BAPSOU1NO0,2030)                                         0.37572121                      0
    932 NewCapacity(region,BAPSOU1NO0,2031)                                          1.0373056                      0
    938 NewCapacity(region,BAPSOU1NO0,2037)                                         0.38762865                      0
    939 NewCapacity(region,BAPSOU1NO0,2038)                                         0.11730178                      0
    940 NewCapacity(region,BAPSOU1NO0,2039)                                         0.13531973                      0
    941 NewCapacity(region,BAPSOU1NO0,2040)                                         0.25141383                      0
    942 NewCapacity(region,BAPSOU1NO0,2041)                                         0.23971077                      0
    943 NewCapacity(region,BAPSOU1NO0,2042)                                         0.31392042                      0
    944 NewCapacity(region,BAPSOU1NO0,2043)                                         0.25098687                      0
    945 NewCapacity(region,BAPSOU1NO0,2044)                                         0.25277109                      0
   1029 NewCapacity(region,BAPCOSCNO0,2024)                                               0.45                      0
   1031 NewCapacity(region,BAPCOSCNO0,2026)                                                0.3                      0
   1104 NewCapacity(region,BAPWI30NO0,2021)                                             0.1719                      0
   1105 NewCapacity(region,BAPWI30NO0,2022)                                              0.096                      0
   1106 NewCapacity(region,BAPWI30NO0,2023)                                             0.0672                      0
   1107 NewCapacity(region,BAPWI30NO0,2024)                                             0.0588                      0
   1114 NewCapacity(region,BAPWI30NO0,2031)                                         0.29569716                      0
   1115 NewCapacity(region,BAPWI30NO0,2032)                                        0.097361233                      0
   1120 NewCapacity(region,BAPWI30NO0,2037)                                         0.80039567                      0
   1121 NewCapacity(region,BAPWI30NO0,2038)                                        0.026480575                      0
   1122 NewCapacity(region,BAPWI30NO0,2039)                                        0.006589049                      0
   1128 NewCapacity(region,BAPWI30NO0,2045)                                         0.34708662                      0
   1169 NewCapacity(region,BGTRDRSH00,2034)                                         0.01669491                      0
   1311 NewCapacity(region,MERCODM000,2020)                                          14.139227                      0
   1312 NewCapacity(region,MERCODM000,2021)                                          2.0499664                      0
   1316 NewCapacity(region,MERCODM000,2025)                                          1.0841582                      0
   1545 NewCapacity(region,MEPHYRRNO0,2020)                                               0.02                      0
   1547 NewCapacity(region,MEPHYRRNO0,2022)                                               0.03                      0
   1549 NewCapacity(region,MEPHYRRNO0,2024)                                               0.03                      0
   1551 NewCapacity(region,MEPHYRRNO0,2026)                                               0.02                      0
   1555 NewCapacity(region,MEPHYRRNO0,2030)                                               0.01                      0
   1556 NewCapacity(region,MEPHYRRNO0,2031)                                               0.01                      0
   1557 NewCapacity(region,MEPHYRRNO0,2032)                                               0.01                      0
   1558 NewCapacity(region,MEPHYRRNO0,2033)                                               0.01                      0
   1559 NewCapacity(region,MEPHYRRNO0,2034)                                               0.01                      0
   1560 NewCapacity(region,MEPHYRRNO0,2035)                                               0.01                      0
   1629 NewCapacity(region,MEPSOU1NI0,2026)                                         0.26022737                      0
   1633 NewCapacity(region,MEPSOU1NI0,2030)                                        0.030039402                      0
   1637 NewCapacity(region,MEPSOU1NI0,2034)                                        0.031751962                      0
   1658 NewCapacity(region,MEPSOU1NO0,2029)                                         0.38721781                      0
   1662 NewCapacity(region,MEPSOU1NO0,2033)                                      0.00046943375                      0
   1663 NewCapacity(region,MEPSOU1NO0,2034)                                       0.0012693074                      0
   1664 NewCapacity(region,MEPSOU1NO0,2035)                                         0.27260663                      0
   1665 NewCapacity(region,MEPSOU1NO0,2036)                                        0.042135065                      0
   1666 NewCapacity(region,MEPSOU1NO0,2037)                                        0.091359516                      0
   1667 NewCapacity(region,MEPSOU1NO0,2038)                                        0.069804246                      0
   1668 NewCapacity(region,MEPSOU1NO0,2039)                                         0.10768912                      0
   1669 NewCapacity(region,MEPSOU1NO0,2040)                                        0.077448876                      0
   1670 NewCapacity(region,MEPSOU1NO0,2041)                                        0.042301183                      0
   1675 NewCapacity(region,METELTRDS0,2020)                                          9.6857171                      0
   1676 NewCapacity(region,METELTRDS0,2021)                                         0.22766723                      0
   1677 NewCapacity(region,METELTRDS0,2022)                                         0.28220526                      0
   1678 NewCapacity(region,METELTRDS0,2023)                                         0.26724347                      0
   1679 NewCapacity(region,METELTRDS0,2024)                                          0.2641432                      0
   1680 NewCapacity(region,METELTRDS0,2025)                                         0.27263082                      0
   1681 NewCapacity(region,METELTRDS0,2026)                                          3.7145715                      0
   1684 NewCapacity(region,METELTRDS0,2029)                                          2.1060455                      0
   1685 NewCapacity(region,METELTRDS0,2030)                                         0.30821808                      0
   1686 NewCapacity(region,METELTRDS0,2031)                                          0.2171658                      0
   1687 NewCapacity(region,METELTRDS0,2032)                                         0.14529652                      0
   1688 NewCapacity(region,METELTRDS0,2033)                                         0.23008036                      0
   1689 NewCapacity(region,METELTRDS0,2034)                                         0.21978086                      0
   1690 NewCapacity(region,METELTRDS0,2035)                                          0.2378252                      0
   1691 NewCapacity(region,METELTRDS0,2036)                                         0.20513783                      0
   1692 NewCapacity(region,METELTRDS0,2037)                                         0.21425353                      0
   1693 NewCapacity(region,METELTRDS0,2038)                                         0.28353893                      0
   1694 NewCapacity(region,METELTRDS0,2039)                                         0.29444428                      0
   1695 NewCapacity(region,METELTRDS0,2040)                                         0.29444428                      0
   1696 NewCapacity(region,METELTRDS0,2041)                                         0.28353893                      0
   1889 NewCapacity(region,MEPWI30NO0,2026)                                               0.07                      0
   1891 NewCapacity(region,MEPWI30NO0,2028)                                               0.03                      0
   1895 NewCapacity(region,MEPWI30NO0,2032)                                              0.025                      0
   1987 NewCapacity(region,RSRCODM000,2020)                                          396.70052                      0
   1988 NewCapacity(region,RSRCODM000,2021)                                          5.0975532                      0
   1989 NewCapacity(region,RSRCODM000,2022)                                          5.2877328                      0
   1990 NewCapacity(region,RSRCODM000,2023)                                          5.2890072                      0
   1991 NewCapacity(region,RSRCODM000,2024)                                          5.6902654                      0
   1992 NewCapacity(region,RSRCODM000,2025)                                          4.5100959                      0
   2012 NewCapacity(region,RSRCODM000,2045)                                          337.95979                      0
   2326 NewCapacity(region,RSPHYRRNO0,2021)                                              0.075                      0
   2327 NewCapacity(region,RSPHYRRNO0,2022)                                              0.075                      0
   2328 NewCapacity(region,RSPHYRRNO0,2023)                                              0.075                      0
   2329 NewCapacity(region,RSPHYRRNO0,2024)                                              0.075                      0
   2330 NewCapacity(region,RSPHYRRNO0,2025)                                              0.075                      0
   2331 NewCapacity(region,RSPHYRRNO0,2026)                                              0.075                      0
   2332 NewCapacity(region,RSPHYRRNO0,2027)                                              0.075                      0
   2333 NewCapacity(region,RSPHYRRNO0,2028)                                              0.075                      0
   2334 NewCapacity(region,RSPHYRRNO0,2029)                                              0.075                      0
   2335 NewCapacity(region,RSPHYRRNO0,2030)                                              0.075                      0
   2336 NewCapacity(region,RSPHYRRNO0,2031)                                              0.075                      0
   2337 NewCapacity(region,RSPHYRRNO0,2032)                                              0.075                      0
