scenario,country,tech,year,value
ND_SKAVICA,Albania,AL-Import,2021,2681.64
ND_SKAVICA,Albania,AL-Import,2022,2720.56
ND_SKAVICA,Albania,AL-Import,2023,2434.09
ND_SKAVICA,Albania,AL-Import,2024,2546.7
ND_SKAVICA,Albania,AL-Import,2025,1925.61
ND_SKAVICA,Albania,AL-Import,2026,2262.17
ND_SKAVICA,Albania,AL-Import,2027,2319.59
ND_SKAVICA,Albania,AL-Import,2028,2406.45
ND_SKAVICA,Albania,AL-Import,2029,2496.25
ND_SKAVICA,Albania,AL-Import,2030,2586.81
ND_SKAVICA,Albania,AL-Import,2031,2666.34
ND_SKAVICA,Albania,AL-Import,2032,2750.53
ND_SKAVICA,Albania,AL-Import,2033,2837.31
ND_SKAVICA,Albania,AL-Import,2034,2924.34
ND_SKAVICA,Albania,AL-Import,2035,3014.75
ND_SKAVICA,Albania,AL-Import,2036,3045.97
ND_SKAVICA,Albania,AL-Import,2037,3076.53
ND_SKAVICA,Albania,AL-Import,2038,3106.45
ND_SKAVICA,Albania,AL-Import,2039,3132.81
ND_SKAVICA,Albania,AL-Import,2040,3162.0
ND_SKAVICA,Albania,AL-Import,2041,3249.06
ND_SKAVICA,Albania,AL-Import,2042,3495.09
ND_SKAVICA,Albania,AL-Import,2043,3680.56
ND_SKAVICA,Albania,AL-Import,2044,3680.56
ND_SKAVICA,Albania,AL-Import,2045,3680.56
ND_SKAVICA,Albania,AL-Import,2046,3680.56
ND_SKAVICA,Albania,AL-Import,2047,3680.56
ND_SKAVICA,Albania,AL-Import,2048,3680.56
ND_SKAVICA,Albania,AL-Import,2049,3680.56
ND_SKAVICA,Albania,AL-Import,2050,3680.56
ND_SKAVICA,Albania,Fierza,2021,1770.89
ND_SKAVICA,Albania,Fierza,2022,1789.89
ND_SKAVICA,Albania,Fierza,2023,1771.06
ND_SKAVICA,Albania,Fierza,2024,1768.53
ND_SKAVICA,Albania,Fierza,2025,1831.25
ND_SKAVICA,Albania,Fierza,2026,1739.56
ND_SKAVICA,Albania,Fierza,2027,1747.0
ND_SKAVICA,Albania,Fierza,2028,1747.14
ND_SKAVICA,Albania,Fierza,2029,1747.56
ND_SKAVICA,Albania,Fierza,2030,1748.0
ND_SKAVICA,Albania,Fierza,2031,1748.39
ND_SKAVICA,Albania,Fierza,2032,1748.75
ND_SKAVICA,Albania,Fierza,2033,1749.11
ND_SKAVICA,Albania,Fierza,2034,1749.47
ND_SKAVICA,Albania,Fierza,2035,1749.83
ND_SKAVICA,Albania,Fierza,2036,1749.95
ND_SKAVICA,Albania,Fierza,2037,1750.06
ND_SKAVICA,Albania,Fierza,2038,1750.14
ND_SKAVICA,Albania,Fierza,2039,1750.25
ND_SKAVICA,Albania,Fierza,2040,1750.14
ND_SKAVICA,Albania,Fierza,2041,1750.67
ND_SKAVICA,Albania,Fierza,2042,1709.14
ND_SKAVICA,Albania,Fierza,2043,1688.31
ND_SKAVICA,Albania,Fierza,2044,1752.39
ND_SKAVICA,Albania,Fierza,2045,1818.64
ND_SKAVICA,Albania,Fierza,2046,1881.31
ND_SKAVICA,Albania,Fierza,2047,1942.75
ND_SKAVICA,Albania,Fierza,2048,2014.0
ND_SKAVICA,Albania,Fierza,2049,1997.86
ND_SKAVICA,Albania,Fierza,2050,1893.22
ND_SKAVICA,Albania,Koman,2021,2002.72
ND_SKAVICA,Albania,Koman,2022,2041.36
ND_SKAVICA,Albania,Koman,2023,2016.58
ND_SKAVICA,Albania,Koman,2024,2016.58
ND_SKAVICA,Albania,Koman,2025,2073.06
ND_SKAVICA,Albania,Koman,2026,1997.03
ND_SKAVICA,Albania,Koman,2027,2006.06
ND_SKAVICA,Albania,Koman,2028,2006.25
ND_SKAVICA,Albania,Koman,2029,2004.86
ND_SKAVICA,Albania,Koman,2030,2005.36
ND_SKAVICA,Albania,Koman,2031,2005.22
ND_SKAVICA,Albania,Koman,2032,2005.0
ND_SKAVICA,Albania,Koman,2033,2003.47
ND_SKAVICA,Albania,Koman,2034,2002.92
ND_SKAVICA,Albania,Koman,2035,2003.22
ND_SKAVICA,Albania,Koman,2036,2003.31
ND_SKAVICA,Albania,Koman,2037,2003.42
ND_SKAVICA,Albania,Koman,2038,2003.5
ND_SKAVICA,Albania,Koman,2039,2003.58
