scenario,country,tech,year,value
EO_ENGOPT2,Albania,AL-Import,2021,2544.03
EO_ENGOPT2,Albania,AL-Import,2022,2647.59
EO_ENGOPT2,Albania,AL-Import,2023,2317.2
EO_ENGOPT2,Albania,AL-Import,2024,2415.61
EO_ENGOPT2,Albania,AL-Import,2025,1944.11
EO_ENGOPT2,Albania,AL-Import,2026,2069.31
EO_ENGOPT2,Albania,AL-Import,2027,2149.03
EO_ENGOPT2,Albania,AL-Import,2028,2236.42
EO_ENGOPT2,Albania,AL-Import,2029,2325.47
EO_ENGOPT2,Albania,AL-Import,2030,2417.17
EO_ENGOPT2,Albania,AL-Import,2031,2497.11
EO_ENGOPT2,Albania,AL-Import,2032,2581.64
EO_ENGOPT2,Albania,AL-Import,2033,2667.42
EO_ENGOPT2,Albania,AL-Import,2034,2754.42
EO_ENGOPT2,Albania,AL-Import,2035,2845.67
EO_ENGOPT2,Albania,AL-Import,2036,2877.14
EO_ENGOPT2,Albania,AL-Import,2037,2907.95
EO_ENGOPT2,Albania,AL-Import,2038,2938.11
EO_ENGOPT2,Albania,AL-Import,2039,2965.0
EO_ENGOPT2,Albania,AL-Import,2040,2993.67
EO_ENGOPT2,Albania,AL-Import,2041,3082.22
EO_ENGOPT2,Albania,AL-Import,2042,3281.09
EO_ENGOPT2,Albania,AL-Import,2043,3680.56
EO_ENGOPT2,Albania,AL-Import,2044,3680.56
EO_ENGOPT2,Albania,AL-Import,2045,3680.56
EO_ENGOPT2,Albania,AL-Import,2046,3680.56
EO_ENGOPT2,Albania,AL-Import,2047,3680.56
EO_ENGOPT2,Albania,AL-Import,2048,3680.56
EO_ENGOPT2,Albania,AL-Import,2049,3680.56
EO_ENGOPT2,Albania,AL-Import,2050,3680.56
EO_ENGOPT2,Albania,Fierza,2021,1925.47
EO_ENGOPT2,Albania,Fierza,2022,1925.47
EO_ENGOPT2,Albania,Fierza,2023,1925.47
EO_ENGOPT2,Albania,Fierza,2024,1925.47
EO_ENGOPT2,Albania,Fierza,2025,1925.47
EO_ENGOPT2,Albania,Fierza,2026,1925.47
EO_ENGOPT2,Albania,Fierza,2027,1925.47
EO_ENGOPT2,Albania,Fierza,2028,1925.47
EO_ENGOPT2,Albania,Fierza,2029,1925.47
EO_ENGOPT2,Albania,Fierza,2030,1925.47
EO_ENGOPT2,Albania,Fierza,2031,1925.47
EO_ENGOPT2,Albania,Fierza,2032,1925.47
EO_ENGOPT2,Albania,Fierza,2033,1925.47
EO_ENGOPT2,Albania,Fierza,2034,1925.47
EO_ENGOPT2,Albania,Fierza,2035,1925.47
EO_ENGOPT2,Albania,Fierza,2036,1925.47
EO_ENGOPT2,Albania,Fierza,2037,1925.47
EO_ENGOPT2,Albania,Fierza,2038,1925.47
EO_ENGOPT2,Albania,Fierza,2039,1925.33
EO_ENGOPT2,Albania,Fierza,2040,1925.47
EO_ENGOPT2,Albania,Fierza,2041,1925.33
EO_ENGOPT2,Albania,Fierza,2042,1903.7
EO_ENGOPT2,Albania,Fierza,2043,1749.75
EO_ENGOPT2,Albania,Fierza,2044,1856.25
EO_ENGOPT2,Albania,Fierza,2045,1922.5
EO_ENGOPT2,Albania,Fierza,2046,1988.78
EO_ENGOPT2,Albania,Fierza,2047,2088.7
EO_ENGOPT2,Albania,Fierza,2048,1975.42
EO_ENGOPT2,Albania,Fierza,2049,1925.47
EO_ENGOPT2,Albania,Fierza,2050,1925.47
EO_ENGOPT2,Albania,Koman,2021,1998.95
EO_ENGOPT2,Albania,Koman,2022,1998.95
EO_ENGOPT2,Albania,Koman,2023,1998.95
EO_ENGOPT2,Albania,Koman,2024,1998.95
EO_ENGOPT2,Albania,Koman,2025,1998.95
EO_ENGOPT2,Albania,Koman,2026,1998.95
EO_ENGOPT2,Albania,Koman,2027,1998.95
EO_ENGOPT2,Albania,Koman,2028,1998.95
EO_ENGOPT2,Albania,Koman,2029,1998.95
EO_ENGOPT2,Albania,Koman,2030,1998.95
EO_ENGOPT2,Albania,Koman,2031,1998.95
EO_ENGOPT2,Albania,Koman,2032,1998.95
EO_ENGOPT2,Albania,Koman,2033,1998.95
EO_ENGOPT2,Albania,Koman,2034,1998.95
EO_ENGOPT2,Albania,Koman,2035,1998.95
EO_ENGOPT2,Albania,Koman,2036,1998.95
EO_ENGOPT2,Albania,Koman,2037,1998.95
EO_ENGOPT2,Albania,Koman,2038,1998.95
EO_ENGOPT2,Albania,Koman,2039,1998.83
EO_ENGOPT2,Albania,Koman,2040,1998.95
EO_ENGOPT2,Albania,Koman,2041,1998.83
EO_ENGOPT2,Albania,Koman,2042,1969.39
EO_ENGOPT2,Albania,Koman,2043,1908.36
EO_ENGOPT2,Albania,Koman,2044,1943.17
EO_ENGOPT2,Albania,Koman,2045,1996.56
EO_ENGOPT2,Albania,Koman,2046,2049.95
EO_ENGOPT2,Albania,Koman,2047,2079.45
EO_ENGOPT2,Albania,Koman,2048,2051.2
EO_ENGOPT2,Albania,Koman,2049,1998.95
EO_ENGOPT2,Albania,Koman,2050,1998.95
EO_ENGOPT2,Albania,Skavica,2025,549.61
EO_ENGOPT2,Albania,Skavica,2026,549.61
EO_ENGOPT2,Albania,Skavica,2027,549.61
EO_ENGOPT2,Albania,Skavica,2028,549.61
EO_ENGOPT2,Albania,Skavica,2029,549.61
EO_ENGOPT2,Albania,Skavica,2030,549.61
EO_ENGOPT2,Albania,Skavica,2031,549.61
EO_ENGOPT2,Albania,Skavica,2032,549.61
EO_ENGOPT2,Albania,Skavica,2033,549.61
EO_ENGOPT2,Albania,Skavica,2034,549.61
