scenario,country,tech,year,value
CC,Albania,AL-Import,2021,2917.31
CC,Albania,AL-Import,2022,2939.39
CC,Albania,AL-Import,2023,2705.64
CC,Albania,AL-Import,2024,2803.56
CC,Albania,AL-Import,2025,2385.39
CC,Albania,AL-Import,2026,2494.31
CC,Albania,AL-Import,2027,2576.42
CC,Albania,AL-Import,2028,2665.95
CC,Albania,AL-Import,2029,2754.0
CC,Albania,AL-Import,2030,2845.59
CC,Albania,AL-Import,2031,2929.36
CC,Albania,AL-Import,2032,3021.81
CC,Albania,AL-Import,2033,3112.84
CC,Albania,AL-Import,2034,3202.06
CC,Albania,AL-Import,2035,3295.64
CC,Albania,AL-Import,2036,3328.67
CC,Albania,AL-Import,2037,3362.67
CC,Albania,AL-Import,2038,3395.81
CC,Albania,AL-Import,2039,3510.64
CC,Albania,AL-Import,2040,3680.56
CC,Albania,AL-Import,2041,3680.56
CC,Albania,AL-Import,2042,3680.56
CC,Albania,AL-Import,2043,3680.56
CC,Albania,AL-Import,2044,3680.56
CC,Albania,AL-Import,2045,3680.56
CC,Albania,AL-Import,2046,3680.56
CC,Albania,AL-Import,2047,3680.56
CC,Albania,AL-Import,2048,3680.56
CC,Albania,AL-Import,2049,3680.56
CC,Albania,AL-Import,2050,3680.56
CC,Albania,Fierza,2021,1740.58
CC,Albania,Fierza,2022,1750.31
CC,Albania,Fierza,2023,1713.61
CC,Albania,Fierza,2024,1708.95
CC,Albania,Fierza,2025,1670.42
CC,Albania,Fierza,2026,1685.72
CC,Albania,Fierza,2027,1684.83
CC,Albania,Fierza,2028,1684.45
CC,Albania,Fierza,2029,1686.81
CC,Albania,Fierza,2030,1685.7
CC,Albania,Fierza,2031,1679.89
CC,Albania,Fierza,2032,1678.97
CC,Albania,Fierza,2033,1678.25
CC,Albania,Fierza,2034,1677.5
CC,Albania,Fierza,2035,1676.78
CC,Albania,Fierza,2036,1675.72
CC,Albania,Fierza,2037,1674.56
CC,Albania,Fierza,2038,1673.47
CC,Albania,Fierza,2039,1651.11
CC,Albania,Fierza,2040,1549.06
CC,Albania,Fierza,2041,1611.56
CC,Albania,Fierza,2042,1677.25
CC,Albania,Fierza,2043,1742.95
CC,Albania,Fierza,2044,1807.53
CC,Albania,Fierza,2045,1664.25
CC,Albania,Fierza,2046,1662.97
CC,Albania,Fierza,2047,1661.81
CC,Albania,Fierza,2048,1660.42
CC,Albania,Fierza,2049,1659.22
CC,Albania,Fierza,2050,1657.92
CC,Albania,Koman,2021,1866.42
CC,Albania,Koman,2022,1932.33
CC,Albania,Koman,2023,1881.81
CC,Albania,Koman,2024,1895.67
CC,Albania,Koman,2025,1886.08
CC,Albania,Koman,2026,1887.64
CC,Albania,Koman,2027,1886.64
CC,Albania,Koman,2028,1885.47
CC,Albania,Koman,2029,1884.56
CC,Albania,Koman,2030,1886.31
CC,Albania,Koman,2031,1888.92
CC,Albania,Koman,2032,1883.56
CC,Albania,Koman,2033,1880.14
CC,Albania,Koman,2034,1879.17
CC,Albania,Koman,2035,1878.17
CC,Albania,Koman,2036,1877.03
CC,Albania,Koman,2037,1875.67
CC,Albania,Koman,2038,1874.39
CC,Albania,Koman,2039,1821.36
CC,Albania,Koman,2040,1805.5
CC,Albania,Koman,2041,1822.31
CC,Albania,Koman,2042,1876.06
CC,Albania,Koman,2043,1929.78
CC,Albania,Koman,2044,1982.56
CC,Albania,Koman,2045,1864.2
CC,Albania,Koman,2046,1862.86
CC,Albania,Koman,2047,1861.5
CC,Albania,Koman,2048,1860.0
CC,Albania,Koman,2049,1858.72
CC,Albania,Koman,2050,1857.22
CC,Albania,Skavica,2025,549.61
CC,Albania,Skavica,2026,549.61
CC,Albania,Skavica,2027,549.61
CC,Albania,Skavica,2028,549.61
CC,Albania,Skavica,2029,549.61
CC,Albania,Skavica,2030,549.61
CC,Albania,Skavica,2031,549.61
