scenario,country,tech,year,value
cc85,Bosnia and Herzegovina,BukBijela,2025,284.58
cc85,Bosnia and Herzegovina,BukBijela,2026,319.08
cc85,Bosnia and Herzegovina,BukBijela,2027,277.81
cc85,Bosnia and Herzegovina,BukBijela,2028,295.53
cc85,Bosnia and Herzegovina,BukBijela,2029,284.28
cc85,Bosnia and Herzegovina,BukBijela,2030,291.75
cc85,Bosnia and Herzegovina,BukBijela,2031,293.22
cc85,Bosnia and Herzegovina,BukBijela,2032,285.06
cc85,Bosnia and Herzegovina,BukBijela,2033,288.28
cc85,Bosnia and Herzegovina,BukBijela,2034,287.47
cc85,Bosnia and Herzegovina,BukBijela,2035,289.56
cc85,Bosnia and Herzegovina,BukBijela,2036,288.75
cc85,Bosnia and Herzegovina,BukBijela,2037,288.36
cc85,Bosnia and Herzegovina,BukBijela,2038,288.75
cc85,Bosnia and Herzegovina,BukBijela,2039,288.67
cc85,Bosnia and Herzegovina,BukBijela,2040,288.67
cc85,Bosnia and Herzegovina,BukBijela,2041,289.28
cc85,Bosnia and Herzegovina,BukBijela,2042,289.28
cc85,Bosnia and Herzegovina,BukBijela,2043,289.28
cc85,Bosnia and Herzegovina,BukBijela,2044,289.28
cc85,Bosnia and Herzegovina,BukBijela,2045,237.42
cc85,Bosnia and Herzegovina,Foca,2025,154.89
cc85,Bosnia and Herzegovina,Foca,2026,171.22
cc85,Bosnia and Herzegovina,Foca,2027,151.61
cc85,Bosnia and Herzegovina,Foca,2028,159.94
cc85,Bosnia and Herzegovina,Foca,2029,154.56
cc85,Bosnia and Herzegovina,Foca,2030,158.19
cc85,Bosnia and Herzegovina,Foca,2031,158.78
cc85,Bosnia and Herzegovina,Foca,2032,154.94
cc85,Bosnia and Herzegovina,Foca,2033,156.61
cc85,Bosnia and Herzegovina,Foca,2034,156.11
cc85,Bosnia and Herzegovina,Foca,2035,157.11
cc85,Bosnia and Herzegovina,Foca,2036,156.61
cc85,Bosnia and Herzegovina,Foca,2037,156.61
cc85,Bosnia and Herzegovina,Foca,2038,156.67
cc85,Bosnia and Herzegovina,Foca,2039,156.69
cc85,Bosnia and Herzegovina,Foca,2040,156.69
cc85,Bosnia and Herzegovina,Foca,2041,156.97
cc85,Bosnia and Herzegovina,Foca,2042,156.97
cc85,Bosnia and Herzegovina,Foca,2043,156.97
cc85,Bosnia and Herzegovina,Foca,2044,156.97
cc85,Bosnia and Herzegovina,Foca,2045,132.17
cc85,Bosnia and Herzegovina,Paunci,2025,151.69
cc85,Bosnia and Herzegovina,Paunci,2026,164.47
cc85,Bosnia and Herzegovina,Paunci,2027,149.06
cc85,Bosnia and Herzegovina,Paunci,2028,155.61
cc85,Bosnia and Herzegovina,Paunci,2029,151.39
cc85,Bosnia and Herzegovina,Paunci,2030,154.22
cc85,Bosnia and Herzegovina,Paunci,2031,154.69
cc85,Bosnia and Herzegovina,Paunci,2032,151.67
cc85,Bosnia and Herzegovina,Paunci,2033,153.0
cc85,Bosnia and Herzegovina,Paunci,2034,152.61
cc85,Bosnia and Herzegovina,Paunci,2035,153.39
cc85,Bosnia and Herzegovina,Paunci,2036,153.0
cc85,Bosnia and Herzegovina,Paunci,2037,153.0
cc85,Bosnia and Herzegovina,Paunci,2038,153.03
cc85,Bosnia and Herzegovina,Paunci,2039,153.06
cc85,Bosnia and Herzegovina,Paunci,2040,153.06
cc85,Bosnia and Herzegovina,Paunci,2041,153.28
cc85,Bosnia and Herzegovina,Paunci,2042,153.28
cc85,Bosnia and Herzegovina,Paunci,2043,153.28
cc85,Bosnia and Herzegovina,Paunci,2044,153.28
cc85,Bosnia and Herzegovina,Paunci,2045,133.86
cc85,Bosnia and Herzegovina,Visegrad,2021,1068.22
cc85,Bosnia and Herzegovina,Visegrad,2022,1055.81
cc85,Bosnia and Herzegovina,Visegrad,2023,1055.81
cc85,Bosnia and Herzegovina,Visegrad,2024,1013.64
cc85,Bosnia and Herzegovina,Visegrad,2025,1148.31
cc85,Bosnia and Herzegovina,Visegrad,2026,1201.89
cc85,Bosnia and Herzegovina,Visegrad,2027,1140.64
cc85,Bosnia and Herzegovina,Visegrad,2028,1164.67
cc85,Bosnia and Herzegovina,Visegrad,2029,1143.42
cc85,Bosnia and Herzegovina,Visegrad,2030,1158.86
cc85,Bosnia and Herzegovina,Visegrad,2031,1160.81
cc85,Bosnia and Herzegovina,Visegrad,2032,1148.25
cc85,Bosnia and Herzegovina,Visegrad,2033,1153.72
cc85,Bosnia and Herzegovina,Visegrad,2034,1152.08
cc85,Bosnia and Herzegovina,Visegrad,2035,1155.36
cc85,Bosnia and Herzegovina,Visegrad,2036,1153.72
cc85,Bosnia and Herzegovina,Visegrad,2037,1153.72
cc85,Bosnia and Herzegovina,Visegrad,2038,1153.86
cc85,Bosnia and Herzegovina,Visegrad,2039,1153.97
cc85,Bosnia and Herzegovina,Visegrad,2040,1153.97
cc85,Bosnia and Herzegovina,Visegrad,2041,1154.95
cc85,Bosnia and Herzegovina,Visegrad,2042,1154.95
cc85,Bosnia and Herzegovina,Visegrad,2043,1154.95
cc85,Bosnia and Herzegovina,Visegrad,2044,1154.95
cc85,Bosnia and Herzegovina,Visegrad,2045,1025.45
cc85,Montenegro,Piva,2021,585.47
cc85,Montenegro,Piva,2022,577.64
cc85,Montenegro,Piva,2023,577.64
cc85,Montenegro,Piva,2024,428.69
cc85,Montenegro,Piva,2025,551.31
cc85,Montenegro,Piva,2026,752.89
cc85,Montenegro,Piva,2027,513.44
cc85,Montenegro,Piva,2028,619.0
cc85,Montenegro,Piva,2029,553.75
cc85,Montenegro,Piva,2030,593.67
cc85,Montenegro,Piva,2031,608.28
cc85,Montenegro,Piva,2032,558.25
cc85,Montenegro,Piva,2033,576.33
cc85,Montenegro,Piva,2034,567.44
cc85,Montenegro,Piva,2035,587.81
cc85,Montenegro,Piva,2036,578.92
cc85,Montenegro,Piva,2037,576.75
cc85,Montenegro,Piva,2038,578.97
cc85,Montenegro,Piva,2039,578.5
cc85,Montenegro,Piva,2040,578.53
cc85,Montenegro,Piva,2041,581.92
cc85,Montenegro,Piva,2042,581.92
cc85,Montenegro,Piva,2043,581.92
cc85,Montenegro,Piva,2044,581.92
cc85,Montenegro,Piva,2045,285.86
cc85,Republic of Serbia,BajinaBasta,2021,1597.33
cc85,Republic of Serbia,BajinaBasta,2022,1579.89
cc85,Republic of Serbia,BajinaBasta,2023,1579.89
cc85,Republic of Serbia,BajinaBasta,2024,1520.7
cc85,Republic of Serbia,BajinaBasta,2025,1709.72
cc85,Republic of Serbia,BajinaBasta,2026,1784.92
