scenario,country,tech,type,year,value
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2021,633.39
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2022,465.17
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2023,477.97
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2024,176.92
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2025,29.53
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2026,25.08
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2027,2.83
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2028,562.81
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2029,577.94
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2030,967.75
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2031,885.22
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2032,763.64
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2033,760.08
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2034,760.08
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2035,760.08
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2036,760.08
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2037,653.28
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2038,652.03
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2039,660.83
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2040,593.17
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2041,520.28
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2042,390.58
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2043,309.61
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2044,244.42
res,Bosnia and Herzegovina,BAPCOSCHI0,thermal,2045,223.06
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2021,10483.54
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2022,10483.54
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2023,10483.54
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2024,7925.76
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2025,7391.14
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2026,5503.64
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2027,5673.25
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2028,5064.59
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2029,5070.37
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2030,5234.87
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2031,3342.75
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2032,3340.25
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2033,3342.75
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2034,3334.86
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2035,3338.78
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2036,3337.75
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2037,935.25
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2038,924.58
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2039,957.75
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2040,907.75
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2041,891.67
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2042,867.64
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2043,842.17
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2044,803.95
res,Bosnia and Herzegovina,BAPCOSCHO0,thermal,2045,793.17
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2024,2944.61
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2025,2944.61
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2026,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2027,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2028,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2029,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2030,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2031,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2032,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2033,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2034,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2035,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2036,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2037,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2038,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2039,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2040,4907.7
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2041,4872.06
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2042,4805.39
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2043,4773.0
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2044,4741.03
res,Bosnia and Herzegovina,BAPCOSCNO0,thermal,2045,4245.78
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2021,1102.31
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2022,1087.75
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2023,1087.75
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2024,1038.33
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2025,1183.64
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2026,1241.95
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2027,1173.53
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2028,1195.06
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2029,1183.08
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2030,1184.0
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2031,1192.39
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2032,1183.22
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2033,1181.39
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2034,1189.28
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2035,1185.36
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2036,1186.64
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2037,1176.28
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2038,1181.53
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2039,1175.53
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2040,1180.56
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2041,1186.08
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2042,1181.39
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2043,1185.67
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2044,1185.67
res,Bosnia and Herzegovina,BAPHYDMHI1,hydro,2045,1086.56
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2025,304.75
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2026,340.33
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2027,297.94
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2028,312.58
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2029,307.83
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2030,305.47
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2031,308.11
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2032,305.0
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2033,306.56
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2034,306.56
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2035,306.56
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2036,306.31
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2037,300.5
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2038,303.92
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2039,300.14
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2040,303.31
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2041,306.81
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2042,306.56
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2043,306.56
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2044,306.56
res,Bosnia and Herzegovina,BAPHYDMHI2,hydro,2045,275.28
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2025,164.61
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2026,181.64
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2027,161.17
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2028,168.19
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2029,165.83
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2030,164.81
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2031,166.08
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2032,164.56
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2033,165.33
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2034,165.33
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2035,165.33
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2036,165.33
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2037,162.44
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2038,164.06
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2039,162.22
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2040,163.75
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2041,165.44
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2042,165.33
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2043,165.33
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2044,165.33
res,Bosnia and Herzegovina,BAPHYDMHI3,hydro,2045,150.31
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2025,159.67
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2026,172.97
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2027,156.89
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2028,162.39
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2029,160.53
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2030,159.75
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2031,160.72
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2032,159.56
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2033,160.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2034,160.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2035,160.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2036,160.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2037,157.89
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2038,159.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2039,157.69
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2040,158.92
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2041,160.25
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2042,160.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2043,160.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2044,160.14
res,Bosnia and Herzegovina,BAPHYDMHI4,hydro,2045,148.39
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2021,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2022,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2023,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2024,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2025,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2026,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2027,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2028,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2029,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2030,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2031,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2032,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2033,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2034,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2035,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2036,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2037,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2038,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2039,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2040,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2041,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2042,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2043,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2044,4659.31
res,Bosnia and Herzegovina,BAPHYRRHO0,hydro,2045,4659.31
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2022,110.11
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2023,110.11
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2024,110.11
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2025,208.25
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2026,208.25
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2027,208.25
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2028,208.25
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2029,208.25
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2030,775.53
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2031,2341.72
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2032,2341.72
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2033,2341.72
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2034,2341.72
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2035,2341.72
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2036,2341.72
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2037,2927.0
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2038,3104.11
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2039,3308.42
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2040,3688.03
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2041,4049.95
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2042,4523.92
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2043,4902.89
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2044,5284.53
res,Bosnia and Herzegovina,BAPSOU1NO0,solar,2045,5284.53
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2021,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2022,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2023,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2024,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2025,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2026,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2027,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2028,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2029,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2030,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2031,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2032,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2033,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2034,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2035,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2036,271.83
res,Bosnia and Herzegovina,BAPWI30HO0,wind,2037,271.83
