Optimal - objective value 1897475675.46661330
   4122 RateOfActivity(region,1,ALTRDMEH00,1,2039)                                   2.4873583                      0
   4129 RateOfActivity(region,8,ALTRDMEH00,1,2039)                                   1.1833544                      0
   4130 RateOfActivity(region,9,ALTRDMEH00,1,2039)                                  0.30769202                      0
   4132 RateOfActivity(region,11,ALTRDMEH00,1,2039)                                 0.27931816                      0
   4152 RateOfActivity(region,7,ALTRDMEH00,1,2040)                                  0.62938211                      0
   4156 RateOfActivity(region,11,ALTRDMEH00,1,2040)                                  1.0007849                      0
   4157 RateOfActivity(region,12,ALTRDMEH00,1,2040)                                   2.640905                      0
   4171 RateOfActivity(region,2,ALTRDMEH00,1,2041)                                  0.37677802                      0
   4172 RateOfActivity(region,3,ALTRDMEH00,1,2041)                                  0.66943205                      0
   4177 RateOfActivity(region,8,ALTRDMEH00,1,2041)                                   1.2129501                      0
   4179 RateOfActivity(region,10,ALTRDMEH00,1,2041)                                  2.0160914                      0
   4202 RateOfActivity(region,9,ALTRDMEH00,1,2042)                                   1.4113057                      0
   4205 RateOfActivity(region,12,ALTRDMEH00,1,2042)                                  2.8730105                      0
   4218 RateOfActivity(region,1,ALTRDMEH00,1,2043)                                   3.1634079                      0
   4227 RateOfActivity(region,10,ALTRDMEH00,1,2043)                                   1.075377                      0
   4249 RateOfActivity(region,8,ALTRDMEH00,1,2044)                                  0.67511367                      0
   4250 RateOfActivity(region,9,ALTRDMEH00,1,2044)                                   3.6824747                      0
   4273 RateOfActivity(region,8,ALTRDMEH00,1,2045)                                   2.3537957                      0
   4274 RateOfActivity(region,9,ALTRDMEH00,1,2045)                                  0.57713613                      0
   4276 RateOfActivity(region,11,ALTRDMEH00,1,2045)                                  1.3706936                      0
   4290 RateOfActivity(region,1,ALTRDRSH00,1,2020)                                    6.969456                      0
   4293 RateOfActivity(region,4,ALTRDRSH00,1,2020)                                  0.22207453                      0
   4296 RateOfActivity(region,7,ALTRDRSH00,1,2020)                                    6.969456                      0
   4301 RateOfActivity(region,12,ALTRDRSH00,1,2020)                                   6.969456                      0
