Optimal - objective value 1780188863.20742230
    494 NewCapacity(region,BARCODM000,2020)                                              148.76913                      0
    771 NewCapacity(region,BAPSOU1HO0DRBP,2037)                                         0.17634015                      0
    772 NewCapacity(region,BAPSOU1HO0DRBP,2038)                                         0.01037295                      0
    773 NewCapacity(region,BAPSOU1HO0DRBP,2039)                                         0.01037295                      0
    774 NewCapacity(region,BAPSOU1HO0DRBP,2040)                                         0.01037295                      0
    782 NewCapacity(region,BAPSOU1HO0P,2022)                                               0.07292                      0
    785 NewCapacity(region,BAPSOU1HO0P,2025)                                                 0.065                      0
    788 NewCapacity(region,BAPSOU1HO0P,2028)                                            0.21715843                      0
    789 NewCapacity(region,BAPSOU1HO0P,2029)                                                   0.5                      0
    790 NewCapacity(region,BAPSOU1HO0P,2030)                                                   0.5                      0
    791 NewCapacity(region,BAPSOU1HO0P,2031)                                            0.03831613                      0
    792 NewCapacity(region,BAPSOU1HO0P,2032)                                            0.26035004                      0
    793 NewCapacity(region,BAPSOU1HO0P,2033)                                            0.13781205                      0
    794 NewCapacity(region,BAPSOU1HO0P,2034)                                            0.13781205                      0
    795 NewCapacity(region,BAPSOU1HO0P,2035)                                            0.13781205                      0
    796 NewCapacity(region,BAPSOU1HO0P,2036)                                            0.13781205                      0
    797 NewCapacity(region,BAPSOU1HO0P,2037)                                            0.13781205                      0
    798 NewCapacity(region,BAPSOU1HO0P,2038)                                            0.13781205                      0
    799 NewCapacity(region,BAPSOU1HO0P,2039)                                            0.13781205                      0
    800 NewCapacity(region,BAPSOU1HO0P,2040)                                            0.13781205                      0
    888 NewCapacity(region,BAPCOSCHO0P,2024)                                                  0.45                      0
    890 NewCapacity(region,BAPCOSCHO0P,2026)                                                   0.3                      0
    963 NewCapacity(region,BAPWI30HO0P,2021)                                                0.1719                      0
    964 NewCapacity(region,BAPWI30HO0P,2022)                                                 0.096                      0
    965 NewCapacity(region,BAPWI30HO0P,2023)                                                0.0672                      0
    966 NewCapacity(region,BAPWI30HO0P,2024)                                                0.0588                      0
    968 NewCapacity(region,BAPWI30HO0P,2026)                                            0.40446641                      0
    969 NewCapacity(region,BAPWI30HO0P,2027)                                                   0.5                      0
    970 NewCapacity(region,BAPWI30HO0P,2028)                                                   0.5                      0
    971 NewCapacity(region,BAPWI30HO0P,2029)                                                   0.5                      0
    979 NewCapacity(region,BAPWI30HO0P,2037)                                            0.17751515                      0
    980 NewCapacity(region,BAPWI30HO0P,2038)                                           0.022232845                      0
    982 NewCapacity(region,BAPWI30HO0P,2040)                                         0.00074551183                      0
    983 NewCapacity(region,BAPWI30HO0P,2041)                                           0.037319562                      0
    984 NewCapacity(region,BAPWI30HO0P,2042)                                           0.049632156                      0
    985 NewCapacity(region,BAPWI30HO0P,2043)                                           0.040347009                      0
    986 NewCapacity(region,BAPWI30HO0P,2044)                                           0.039052723                      0
    987 NewCapacity(region,BAPWI30HO0P,2045)                                           0.045056225                      0
   1028 NewCapacity(region,BGELRS300TRADE,2034)                                         0.01669491                      0
   1170 NewCapacity(region,MERCODM000,2020)                                              13.723512                      0
   1181 NewCapacity(region,MERCODM000,2031)                                            0.046989251                      0
   1182 NewCapacity(region,MERCODM000,2032)                                              1.2014197                      0
   1183 NewCapacity(region,MERCODM000,2033)                                             0.12307022                      0
   1184 NewCapacity(region,MERCODM000,2034)                                             0.18073081                      0
   1185 NewCapacity(region,MERCODM000,2035)                                             0.21195195                      0
   1186 NewCapacity(region,MERCODM000,2036)                                              1.4515101                      0
   1405 NewCapacity(region,MEPHYRRHO0P,2021)                                                0.0525                      0
   1406 NewCapacity(region,MEPHYRRHO0P,2022)                                                0.0525                      0
   1407 NewCapacity(region,MEPHYRRHO0P,2023)                                                0.0525                      0
   1408 NewCapacity(region,MEPHYRRHO0P,2024)                                                0.0525                      0
   1409 NewCapacity(region,MEPHYRRHO0P,2025)                                           0.011787691                      0
   1410 NewCapacity(region,MEPHYRRHO0P,2026)                                           0.093212309                      0
   1411 NewCapacity(region,MEPHYRRHO0P,2027)                                                0.0525                      0
   1412 NewCapacity(region,MEPHYRRHO0P,2028)                                           0.025687338                      0
   1414 NewCapacity(region,MEPHYRRHO0P,2030)                                           0.055274081                      0
   1415 NewCapacity(region,MEPHYRRHO0P,2031)                                            0.12903858                      0
   1416 NewCapacity(region,MEPHYRRHO0P,2032)                                                0.0525                      0
   1417 NewCapacity(region,MEPHYRRHO0P,2033)                                           0.010337529                      0
   1418 NewCapacity(region,MEPHYRRHO0P,2034)                                          0.0053595781                      0
   1419 NewCapacity(region,MEPHYRRHO0P,2035)                                          0.0062854421                      0
   1421 NewCapacity(region,MEPHYRRHO0P,2037)                                            0.03488149                      0
   1422 NewCapacity(region,MEPHYRRHO0P,2038)                                           0.055649929                      0
   1423 NewCapacity(region,MEPHYRRHO0P,2039)                                           0.033293336                      0
   1424 NewCapacity(region,MEPHYRRHO0P,2040)                                             0.2741927                      0
   1534 NewCapacity(region,MEBATELTRDS0,2020)                                            9.6857171                      0
   1535 NewCapacity(region,MEBATELTRDS0,2021)                                           0.22766723                      0
   1536 NewCapacity(region,MEBATELTRDS0,2022)                                           0.15741403                      0
